0,1,2,3,4,5,6,7,8,9,10
10.0,145.0,1450.0,14.5,0.278,0.7240000000000001,1.9,403.0,1050.0,212.0,0
8.0,272.0,2176.0,34.0,0.359,0.848,2.7,781.0,1846.0,289.0,0
8.0,35.0,280.0,4.375,0.382,1.0,2.02,107.0,280.0,53.0,0
6.0,14.0,84.0,2.333,0.27399999999999997,1.0,1.28,23.0,84.0,18.0,0
9.0,92.0,828.0,10.222000000000001,0.28600000000000003,0.885,1.93,237.0,733.0,123.0,0
11.0,378.0,4158.0,34.364000000000004,0.33,0.684,2.95,1371.0,2846.0,465.0,0
7.0,108.0,756.0,15.429,0.36200000000000004,0.807,2.11,274.0,610.0,130.0,0
10.0,30.0,300.0,3.0,0.33,0.843,1.9,99.0,253.0,52.0,0
10.0,38.0,380.0,3.8,0.195,0.55,1.48,74.0,209.0,50.0,0
9.0,21.0,189.0,2.333,0.529,0.958,3.33,100.0,181.0,30.0,0
7.0,16.0,112.0,2.286,0.259,0.705,1.38,29.0,79.0,21.0,0
10.0,20.0,200.0,2.0,0.375,0.855,2.27,75.0,171.0,33.0,0
8.0,21.0,168.0,2.625,0.41100000000000003,0.7859999999999999,2.23,69.0,132.0,31.0,0
10.0,28.0,280.0,2.8,0.311,0.9570000000000001,1.78,87.0,268.0,49.0,0
13.0,266.0,3458.0,20.462,0.39799999999999996,0.579,4.81,1375.0,2003.0,286.0,0
8.0,18.0,144.0,2.25,0.424,0.889,2.03,61.0,128.0,30.0,0
7.0,239.0,1673.0,34.143,0.16,0.47600000000000003,1.51,268.0,797.0,177.0,0
11.0,271.0,2981.0,24.636,0.177,0.588,1.49,527.0,1752.0,353.0,0
8.0,9.0,72.0,1.125,0.375,0.736,2.45,27.0,53.0,11.0,0
17.0,19.0,323.0,1.1179999999999999,0.36200000000000004,0.381,58.5,117.0,123.0,2.0,0
8.0,8.0,64.0,1.0,0.43799999999999994,0.813,4.67,28.0,52.0,6.0,0
8.0,69.0,552.0,8.625,0.159,0.772,1.29,88.0,426.0,68.0,0
6.0,4.0,24.0,0.667,0.45799999999999996,1.0,2.2,11.0,24.0,5.0,0
14.0,301.0,4214.0,21.5,0.257,0.564,2.37,1084.0,2378.0,458.0,0
8.0,32.0,256.0,4.0,0.36700000000000005,0.688,2.47,94.0,176.0,38.0,0
7.0,14.0,98.0,2.0,0.245,0.867,1.85,24.0,85.0,13.0,0
9.0,76.0,684.0,8.443999999999999,0.35200000000000004,0.813,2.27,241.0,556.0,106.0,0
9.0,202.0,1818.0,22.444000000000003,0.087,0.254,1.3,158.0,462.0,122.0,0
10.0,29.0,290.0,2.9,0.29,0.8029999999999999,1.83,84.0,233.0,46.0,0
7.0,5.0,35.0,0.7140000000000001,0.257,0.5710000000000001,2.25,9.0,20.0,4.0,0
9.0,536.0,4824.0,59.556000000000004,0.091,0.358,1.38,441.0,1725.0,320.0,0
11.0,32.0,352.0,2.909,0.335,0.9940000000000001,2.27,118.0,350.0,52.0,0
9.0,49.0,441.0,5.444,0.231,0.685,1.46,102.0,302.0,70.0,0
9.0,20.0,180.0,2.222,0.55,0.7829999999999999,8.25,99.0,141.0,12.0,0
8.0,13.0,104.0,1.625,0.35600000000000004,0.9420000000000001,1.76,37.0,98.0,21.0,0
10.0,13.0,130.0,1.3,0.10800000000000001,0.685,2.33,14.0,89.0,6.0,0
6.0,28.0,168.0,4.667,0.369,0.78,1.77,62.0,131.0,35.0,0
10.0,57.0,570.0,5.7,0.556,0.7190000000000001,5.2,317.0,410.0,61.0,0
8.0,24.0,192.0,3.0,0.318,0.688,2.65,61.0,132.0,23.0,0
8.0,19.0,152.0,2.375,0.38799999999999996,1.0,1.74,59.0,152.0,34.0,0
8.0,45.0,360.0,5.625,0.36700000000000005,0.7829999999999999,1.89,132.0,282.0,70.0,0
9.0,42.0,378.0,4.667,0.37799999999999995,0.841,2.65,143.0,318.0,54.0,0
8.0,39.0,312.0,4.875,0.36200000000000004,0.8809999999999999,1.74,113.0,275.0,65.0,0
9.0,332.0,2988.0,36.889,0.159,0.7120000000000001,1.21,476.0,2128.0,393.0,0
8.0,30.0,240.0,3.75,0.29600000000000004,0.863,2.09,71.0,207.0,34.0,0
8.0,8.0,64.0,1.0,0.43799999999999994,1.0,2.33,28.0,64.0,12.0,0
7.0,13.0,91.0,1.857,0.7909999999999999,0.978,6.0,72.0,89.0,12.0,0
7.0,256.0,1792.0,36.571,0.135,0.603,1.36,242.0,1081.0,178.0,0
10.0,41.0,410.0,4.1,0.276,0.693,1.61,113.0,284.0,70.0,0
10.0,66.0,660.0,6.6,0.273,0.6609999999999999,1.94,180.0,436.0,93.0,0
7.0,22.0,154.0,3.1430000000000002,0.247,0.7140000000000001,1.23,38.0,110.0,31.0,0
5.0,28.0,140.0,5.6,0.307,0.8140000000000001,1.3,43.0,114.0,33.0,0
8.0,28.0,224.0,3.5,0.259,0.8440000000000001,1.93,58.0,189.0,30.0,0
9.0,154.0,1386.0,17.111,0.406,0.727,2.93,563.0,1008.0,192.0,0
9.0,32.0,288.0,3.556,0.271,0.594,2.23,78.0,171.0,35.0,0
10.0,33.0,330.0,3.3,0.391,0.982,2.05,129.0,324.0,63.0,0
7.0,11.0,77.0,1.571,0.364,0.948,1.47,28.0,73.0,19.0,0
7.0,9.0,63.0,1.286,0.28600000000000003,0.968,1.2,18.0,61.0,15.0,0
7.0,6.0,42.0,0.857,0.33299999999999996,0.643,1.75,14.0,27.0,8.0,0
8.0,70.0,560.0,8.75,0.38799999999999996,0.841,2.21,217.0,471.0,98.0,0
7.0,51.0,357.0,7.2860000000000005,0.322,0.784,1.49,115.0,280.0,77.0,0
6.0,13.0,78.0,2.167,0.256,0.9740000000000001,1.54,20.0,76.0,13.0,0
11.0,43.0,473.0,3.909,0.336,0.753,2.74,159.0,356.0,58.0,0
8.0,40.0,320.0,5.0,0.281,0.872,1.45,90.0,279.0,62.0,0
9.0,45.0,405.0,5.0,0.259,0.805,1.4,105.0,326.0,75.0,0
9.0,84.0,756.0,9.333,0.40700000000000003,0.878,2.75,308.0,664.0,112.0,0
10.0,323.0,3230.0,32.3,0.198,0.6759999999999999,1.38,641.0,2183.0,465.0,0
11.0,26.0,286.0,2.364,0.297,0.941,2.02,85.0,269.0,42.0,0
11.0,302.0,3322.0,27.455,0.379,0.804,2.81,1260.0,2670.0,448.0,0
19.0,28.0,532.0,1.474,0.588,0.912,13.04,313.0,485.0,24.0,0
8.0,19.0,152.0,2.375,0.382,0.7240000000000001,1.93,58.0,110.0,30.0,0
9.0,106.0,954.0,11.777999999999999,0.373,0.649,2.8,356.0,619.0,127.0,0
10.0,413.0,4130.0,41.3,0.315,0.731,2.47,1302.0,3018.0,527.0,0
7.0,15.0,105.0,2.1430000000000002,0.18100000000000002,0.61,2.71,19.0,64.0,7.0,0
6.0,90.0,540.0,15.0,0.298,0.77,1.55,161.0,416.0,104.0,0
7.0,6.0,42.0,0.857,0.33299999999999996,1.0,1.4,14.0,42.0,10.0,0
8.0,298.0,2384.0,37.25,0.242,0.7909999999999999,1.5,576.0,1886.0,383.0,0
8.0,40.0,320.0,5.0,0.48100000000000004,0.988,2.61,154.0,316.0,59.0,0
7.0,19.0,133.0,2.714,0.331,0.7290000000000001,1.69,44.0,97.0,26.0,0
8.0,54.0,432.0,6.75,0.35,0.887,1.74,151.0,383.0,87.0,0
7.0,5.0,35.0,0.7140000000000001,0.486,0.943,4.25,17.0,33.0,4.0,0
8.0,20.0,160.0,2.5,0.20600000000000002,0.813,1.38,33.0,130.0,24.0,0
9.0,39.0,351.0,4.333,0.308,0.7090000000000001,1.69,108.0,249.0,64.0,0
8.0,100.0,800.0,12.5,0.485,0.879,3.43,388.0,703.0,113.0,0
7.0,95.0,665.0,13.571,0.268,0.929,1.56,178.0,618.0,114.0,0
8.0,12.0,96.0,1.5,0.42700000000000005,0.9059999999999999,2.16,41.0,87.0,19.0,0
9.0,163.0,1467.0,18.111,0.263,0.5489999999999999,2.82,386.0,805.0,137.0,0
10.0,46.0,460.0,4.6,0.3,0.604,2.09,138.0,278.0,66.0,0
6.0,58.0,348.0,9.667,0.276,0.7440000000000001,1.17,96.0,259.0,82.0,0
8.0,18.0,144.0,2.25,0.40299999999999997,0.9309999999999999,1.81,58.0,134.0,32.0,0
11.0,103.0,1133.0,9.363999999999999,0.156,0.5760000000000001,1.44,177.0,653.0,123.0,0
9.0,112.0,1008.0,12.444,0.213,0.835,1.59,215.0,842.0,135.0,0
6.0,106.0,636.0,17.667,0.129,0.835,1.14,82.0,531.0,72.0,0
7.0,13.0,91.0,1.857,0.264,0.879,1.85,24.0,80.0,13.0,0
6.0,29.0,174.0,4.833,0.33299999999999996,0.799,1.53,58.0,139.0,38.0,0
5.0,15.0,75.0,3.0,0.507,0.787,3.17,38.0,59.0,12.0,0
8.0,43.0,344.0,5.375,0.37200000000000005,0.956,2.1,128.0,329.0,61.0,0
6.0,12.0,72.0,2.0,0.319,1.0,1.53,23.0,72.0,15.0,0
12.0,26.0,312.0,2.167,0.221,1.0,1.6,69.0,312.0,43.0,0
8.0,36.0,288.0,4.5,0.465,0.885,2.13,134.0,255.0,63.0,0
8.0,38.0,304.0,4.75,0.349,0.757,1.93,106.0,230.0,55.0,0
10.0,50.0,500.0,5.0,0.47200000000000003,0.812,2.74,236.0,406.0,86.0,0
6.0,17.0,102.0,2.833,0.314,0.6859999999999999,2.29,32.0,70.0,14.0,0
5.0,11.0,55.0,2.2,0.4,0.927,1.57,22.0,51.0,14.0,0
10.0,21.0,210.0,2.1,0.324,0.6,3.4,68.0,126.0,20.0,0
8.0,25.0,200.0,3.125,0.385,0.615,2.75,77.0,123.0,28.0,0
10.0,51.0,510.0,5.1,0.41,0.667,3.12,209.0,340.0,67.0,0
2.0,11.0,22.0,5.5,0.409,0.955,9.0,9.0,21.0,1.0,0
9.0,41.0,369.0,4.556,0.301,0.8859999999999999,1.91,111.0,327.0,58.0,0
7.0,80.0,560.0,11.429,0.5,0.848,3.54,280.0,475.0,79.0,0
8.0,34.0,272.0,4.25,0.419,0.7829999999999999,2.0,114.0,213.0,57.0,0
10.0,16.0,160.0,1.6,0.425,0.794,7.56,68.0,127.0,9.0,0
9.0,29.0,261.0,3.222,0.287,0.747,1.53,75.0,195.0,49.0,0
8.0,71.0,568.0,8.875,0.32899999999999996,0.7759999999999999,1.83,187.0,441.0,102.0,0
9.0,32.0,288.0,3.556,0.302,0.674,2.17,87.0,194.0,40.0,0
10.0,509.0,5090.0,50.9,0.09699999999999999,0.38799999999999996,1.23,492.0,1974.0,401.0,0
6.0,50.0,300.0,8.333,0.327,0.777,2.0,98.0,233.0,49.0,0
8.0,7.0,56.0,0.875,0.48200000000000004,0.946,2.7,27.0,53.0,10.0,0
7.0,23.0,161.0,3.286,0.09300000000000001,0.54,1.36,15.0,87.0,11.0,0
7.0,14.0,98.0,2.0,0.184,0.612,18.0,18.0,60.0,1.0,0
10.0,155.0,1550.0,15.5,0.326,0.642,2.8,506.0,995.0,181.0,0
7.0,7.0,49.0,1.0,0.265,0.612,3.25,13.0,30.0,4.0,0
9.0,56.0,504.0,6.222,0.34299999999999997,0.706,1.97,173.0,356.0,88.0,0
7.0,17.0,119.0,2.4290000000000003,0.41200000000000003,0.9329999999999999,2.72,49.0,111.0,18.0,0
7.0,9.0,63.0,1.286,0.397,0.841,2.78,25.0,53.0,9.0,0
10.0,330.0,3300.0,33.0,0.207,0.6709999999999999,1.61,684.0,2215.0,425.0,0
6.0,12.0,72.0,2.0,0.375,0.9440000000000001,1.5,27.0,68.0,18.0,0
7.0,24.0,168.0,3.429,0.28,0.607,1.38,47.0,102.0,34.0,0
10.0,125.0,1250.0,12.5,0.19,0.526,1.39,237.0,657.0,170.0,0
7.0,4.0,28.0,0.5710000000000001,0.28600000000000003,0.9640000000000001,8.0,8.0,27.0,1.0,0
9.0,79.0,711.0,8.777999999999999,0.32299999999999995,0.873,2.19,230.0,621.0,105.0,0
8.0,20.0,160.0,2.5,0.5,1.0,2.76,80.0,160.0,29.0,0
18.0,22.0,396.0,1.222,0.366,0.513,14.5,145.0,203.0,10.0,0
8.0,231.0,1848.0,28.875,0.228,0.569,1.64,421.0,1052.0,257.0,0
8.0,48.0,384.0,6.0,0.354,0.9009999999999999,1.68,136.0,346.0,81.0,0
6.0,13.0,78.0,2.167,0.359,0.782,1.33,28.0,61.0,21.0,0
11.0,32.0,352.0,2.909,0.332,0.815,1.86,117.0,287.0,63.0,0
10.0,87.0,870.0,8.7,0.344,0.9009999999999999,2.27,299.0,784.0,132.0,0
11.0,36.0,396.0,3.273,0.28300000000000003,0.79,2.07,112.0,313.0,54.0,0
12.0,8.0,96.0,0.667,0.43799999999999994,0.51,42.0,42.0,49.0,1.0,0
11.0,261.0,2871.0,23.726999999999997,0.243,0.524,1.93,698.0,1505.0,361.0,0
7.0,42.0,294.0,6.0,0.235,0.5710000000000001,1.33,69.0,168.0,52.0,0
7.0,29.0,203.0,4.143,0.365,0.946,2.0,74.0,192.0,37.0,0
7.0,346.0,2422.0,49.428999999999995,0.185,0.731,1.26,448.0,1771.0,355.0,0
1.0,14.0,14.0,14.0,0.5710000000000001,1.0,2.67,8.0,14.0,3.0,0
11.0,29.0,319.0,2.636,0.298,0.752,2.21,95.0,240.0,43.0,0
14.0,62.0,868.0,4.428999999999999,0.433,0.6459999999999999,5.97,376.0,561.0,63.0,0
10.0,31.0,310.0,3.1,0.19699999999999998,0.652,1.3,61.0,202.0,47.0,0
9.0,64.0,576.0,7.111000000000001,0.318,0.818,2.18,183.0,471.0,84.0,0
21.0,106.0,2226.0,5.048,0.136,0.396,1.99,302.0,881.0,152.0,0
8.0,100.0,800.0,12.5,0.245,0.863,1.58,196.0,690.0,124.0,0
8.0,8.0,64.0,1.0,0.469,0.8440000000000001,2.73,30.0,54.0,11.0,0
8.0,17.0,136.0,2.125,0.34600000000000003,1.0,2.47,47.0,136.0,19.0,0
7.0,54.0,378.0,7.7139999999999995,0.304,0.8759999999999999,1.26,115.0,331.0,91.0,0
9.0,104.0,936.0,11.556,0.282,0.904,1.93,264.0,846.0,137.0,0
12.0,497.0,5964.0,41.417,0.278,0.7509999999999999,2.27,1657.0,4478.0,731.0,0
9.0,43.0,387.0,4.7780000000000005,0.3,0.713,1.78,116.0,276.0,65.0,0
6.0,131.0,786.0,21.833000000000002,0.106,0.47100000000000003,1.38,83.0,370.0,60.0,0
9.0,20.0,180.0,2.222,0.261,0.617,1.68,47.0,111.0,28.0,0
6.0,217.0,1302.0,36.167,0.25,0.684,1.52,326.0,890.0,214.0,0
10.0,317.0,3170.0,31.7,0.124,0.484,1.32,392.0,1535.0,298.0,0
9.0,99.0,891.0,11.0,0.21,0.778,1.39,187.0,693.0,135.0,0
25.0,491.0,12275.0,19.64,0.45399999999999996,0.937,7.21,5572.0,11502.0,773.0,0
10.0,176.0,1760.0,17.6,0.257,0.583,1.72,452.0,1026.0,263.0,0
8.0,71.0,568.0,8.875,0.312,0.866,1.86,177.0,492.0,95.0,0
11.0,118.0,1298.0,10.727,0.29,0.7979999999999999,1.99,376.0,1036.0,189.0,0
9.0,275.0,2475.0,30.555999999999997,0.20199999999999999,0.7170000000000001,1.39,500.0,1775.0,359.0,0
9.0,86.0,774.0,9.556000000000001,0.3,0.677,2.13,232.0,524.0,109.0,0
7.0,11.0,77.0,1.571,0.312,0.8440000000000001,1.33,24.0,65.0,18.0,0
13.0,83.0,1079.0,6.385,0.373,0.628,3.5,403.0,678.0,115.0,0
16.0,382.0,6112.0,23.875,0.375,0.6,5.16,2292.0,3670.0,444.0,0
8.0,4.0,32.0,0.5,0.406,1.0,2.17,13.0,32.0,6.0,0
11.0,42.0,462.0,3.818,0.335,0.8290000000000001,2.25,155.0,383.0,69.0,0
11.0,9.0,99.0,0.818,0.34299999999999997,0.626,3.4,34.0,62.0,10.0,0
11.0,57.0,627.0,5.182,0.34299999999999997,0.6779999999999999,2.95,215.0,425.0,73.0,0
4.0,69.0,276.0,17.25,0.377,0.96,1.82,104.0,265.0,57.0,0
8.0,52.0,416.0,6.5,0.45,0.9209999999999999,2.88,187.0,383.0,65.0,0
8.0,109.0,872.0,13.625,0.21899999999999997,0.595,1.61,191.0,519.0,119.0,0
24.0,280.0,6720.0,11.667,0.449,0.904,7.76,3018.0,6072.0,389.0,0
8.0,25.0,200.0,3.125,0.515,0.815,2.64,103.0,163.0,39.0,0
9.0,107.0,963.0,11.889000000000001,0.371,0.65,2.59,357.0,626.0,138.0,0
10.0,53.0,530.0,5.3,0.294,0.9079999999999999,1.75,156.0,481.0,89.0,0
7.0,25.0,175.0,3.571,0.18899999999999997,0.8059999999999999,1.22,33.0,141.0,27.0,0
9.0,21.0,189.0,2.333,0.519,0.9420000000000001,3.27,98.0,178.0,30.0,0
4.0,95.0,380.0,23.75,0.311,0.9790000000000001,1.51,118.0,372.0,78.0,0
6.0,45.0,270.0,7.5,0.456,0.9670000000000001,1.64,123.0,261.0,75.0,0
5.0,3.0,15.0,0.6,0.467,1.0,7.0,7.0,15.0,1.0,0
7.0,240.0,1680.0,34.286,0.215,0.5379999999999999,1.64,362.0,904.0,221.0,0
9.0,78.0,702.0,8.667,0.32899999999999996,0.8959999999999999,2.1,231.0,629.0,110.0,0
8.0,132.0,1056.0,16.5,0.311,0.873,2.01,328.0,922.0,163.0,0
13.0,498.0,6474.0,38.308,0.281,0.688,2.28,1820.0,4453.0,799.0,0
5.0,7.0,35.0,1.4,0.657,0.8859999999999999,3.83,23.0,31.0,6.0,0
9.0,41.0,369.0,4.556,0.263,0.743,1.41,97.0,274.0,69.0,0
11.0,27.0,297.0,2.455,0.303,0.596,2.43,90.0,177.0,37.0,0
8.0,298.0,2384.0,37.25,0.138,0.5920000000000001,1.18,329.0,1412.0,278.0,0
7.0,17.0,119.0,2.4290000000000003,0.45399999999999996,0.866,3.18,54.0,103.0,17.0,0
7.0,19.0,133.0,2.714,0.331,0.767,1.42,44.0,102.0,31.0,0
9.0,47.0,423.0,5.222,0.36200000000000004,0.905,2.01,153.0,383.0,76.0,0
8.0,83.0,664.0,10.375,0.325,0.9079999999999999,1.76,216.0,603.0,123.0,0
11.0,165.0,1815.0,15.0,0.354,0.706,3.38,643.0,1282.0,190.0,0
9.0,83.0,747.0,9.222000000000001,0.391,0.795,3.21,292.0,594.0,91.0,0
9.0,82.0,738.0,9.111,0.309,0.778,1.93,228.0,574.0,118.0,0
1.0,99.0,99.0,99.0,0.192,1.0,1.06,19.0,99.0,18.0,0
11.0,64.0,704.0,5.818,0.395,0.5579999999999999,3.35,278.0,393.0,83.0,0
10.0,80.0,800.0,8.0,0.314,0.799,2.06,251.0,639.0,122.0,0
9.0,180.0,1620.0,20.0,0.34299999999999997,0.738,2.47,555.0,1196.0,225.0,0
6.0,31.0,186.0,5.167000000000001,0.263,0.812,1.4,49.0,151.0,35.0,0
8.0,5.0,40.0,0.625,0.35,0.6,3.5,14.0,24.0,4.0,0
11.0,39.0,429.0,3.545,0.317,0.711,2.47,136.0,305.0,55.0,0
8.0,12.0,96.0,1.5,0.406,0.8959999999999999,1.86,39.0,86.0,21.0,0
5.0,16.0,80.0,3.2,0.25,0.938,2.0,20.0,75.0,10.0,0
9.0,168.0,1512.0,18.667,0.315,0.6970000000000001,2.15,476.0,1054.0,221.0,0
6.0,28.0,168.0,4.667,0.405,0.804,1.84,68.0,135.0,37.0,0
8.0,8.0,64.0,1.0,0.359,0.7659999999999999,1.64,23.0,49.0,14.0,0
11.0,22.0,242.0,2.0,0.27699999999999997,0.731,1.86,67.0,177.0,36.0,0
7.0,30.0,210.0,4.2860000000000005,0.35200000000000004,0.79,1.54,74.0,166.0,48.0,0
7.0,13.0,91.0,1.857,0.242,0.857,2.0,22.0,78.0,11.0,0
9.0,138.0,1242.0,15.333,0.271,0.609,1.87,336.0,756.0,180.0,0
8.0,190.0,1520.0,23.75,0.11800000000000001,0.62,1.21,179.0,943.0,148.0,0
13.0,38.0,494.0,2.923,0.33399999999999996,0.937,3.93,165.0,463.0,42.0,0
9.0,19.0,171.0,2.1109999999999998,0.298,0.737,2.68,51.0,126.0,19.0,0
8.0,53.0,424.0,6.625,0.33,0.894,1.63,140.0,379.0,86.0,0
12.0,103.0,1236.0,8.583,0.353,0.7240000000000001,2.55,436.0,895.0,171.0,0
12.0,22.0,264.0,1.8330000000000002,0.58,0.8140000000000001,7.65,153.0,215.0,20.0,0
7.0,51.0,357.0,7.2860000000000005,0.28300000000000003,0.91,1.35,101.0,325.0,75.0,0
9.0,123.0,1107.0,13.667,0.395,0.991,2.84,437.0,1097.0,154.0,0
9.0,33.0,297.0,3.667,0.45799999999999996,0.983,2.19,136.0,292.0,62.0,0
9.0,511.0,4599.0,56.778,0.16399999999999998,0.509,1.42,755.0,2339.0,530.0,0
24.0,340.0,8160.0,14.167,0.21100000000000002,0.46799999999999997,2.67,1718.0,3822.0,643.0,0
16.0,106.0,1696.0,6.625,0.192,0.593,1.49,325.0,1005.0,218.0,0
6.0,46.0,276.0,7.667000000000001,0.315,0.75,2.12,87.0,207.0,41.0,0
8.0,12.0,96.0,1.5,0.43799999999999994,1.0,2.1,42.0,96.0,20.0,0
7.0,70.0,490.0,10.0,0.535,0.971,3.23,262.0,476.0,81.0,0
7.0,11.0,77.0,1.571,0.377,0.961,1.45,29.0,74.0,20.0,0
5.0,6.0,30.0,1.2,0.3,1.0,1.8,9.0,30.0,5.0,0
16.0,181.0,2896.0,11.312999999999999,0.4,0.759,5.1,1157.0,2198.0,227.0,0
7.0,4.0,28.0,0.5710000000000001,0.39299999999999996,0.679,3.67,11.0,19.0,3.0,0
7.0,36.0,252.0,5.143,0.5670000000000001,0.929,2.51,143.0,234.0,57.0,0
7.0,38.0,266.0,5.428999999999999,0.248,0.955,1.32,66.0,254.0,50.0,0
12.0,332.0,3984.0,27.666999999999998,0.402,0.659,4.5,1602.0,2626.0,356.0,0
9.0,457.0,4113.0,50.778,0.17300000000000001,0.63,1.28,712.0,2590.0,555.0,0
15.0,54.0,810.0,3.6,0.32299999999999995,0.6890000000000001,2.45,262.0,558.0,107.0,0
6.0,32.0,192.0,5.332999999999999,0.292,0.698,1.37,56.0,134.0,41.0,0
9.0,10.0,90.0,1.111,0.389,0.889,1.94,35.0,80.0,18.0,0
9.0,148.0,1332.0,16.444000000000003,0.146,0.5579999999999999,1.17,195.0,743.0,167.0,0
11.0,22.0,242.0,2.0,0.293,0.7979999999999999,2.37,71.0,193.0,30.0,0
7.0,12.0,84.0,1.714,0.35700000000000004,0.81,1.67,30.0,68.0,18.0,0
6.0,17.0,102.0,2.833,0.255,0.745,1.18,26.0,76.0,22.0,0
7.0,62.0,434.0,8.857000000000001,0.272,0.963,1.46,118.0,418.0,81.0,0
7.0,97.0,679.0,13.857000000000001,0.21100000000000002,0.7909999999999999,1.51,143.0,537.0,95.0,0
6.0,82.0,492.0,13.667,0.27399999999999997,0.925,1.39,135.0,455.0,97.0,0
6.0,135.0,810.0,22.5,0.21,0.736,1.37,170.0,596.0,124.0,0
3.0,27.0,81.0,9.0,0.48100000000000004,0.9259999999999999,1.77,39.0,75.0,22.0,0
17.0,24.0,408.0,1.412,0.36,0.708,5.88,147.0,289.0,25.0,0
9.0,41.0,369.0,4.556,0.444,0.976,2.88,164.0,360.0,57.0,0
7.0,13.0,91.0,1.857,0.374,1.0,1.89,34.0,91.0,18.0,0
9.0,27.0,243.0,3.0,0.358,0.856,1.85,87.0,208.0,47.0,0
9.0,508.0,4572.0,56.443999999999996,0.16399999999999998,0.69,1.22,748.0,3154.0,614.0,0
7.0,6.0,42.0,0.857,0.5,1.0,2.33,21.0,42.0,9.0,0
10.0,336.0,3360.0,33.6,0.163,0.623,1.32,549.0,2094.0,415.0,0
9.0,349.0,3141.0,38.778,0.125,0.45299999999999996,1.29,394.0,1422.0,306.0,0
5.0,31.0,155.0,6.2,0.239,0.9740000000000001,2.06,37.0,151.0,18.0,0
10.0,48.0,480.0,4.8,0.36,0.863,2.16,173.0,414.0,80.0,0
6.0,43.0,258.0,7.167000000000001,0.337,0.9690000000000001,1.67,87.0,250.0,52.0,0
8.0,16.0,128.0,2.0,0.47700000000000004,0.875,2.44,61.0,112.0,25.0,0
4.0,4.0,16.0,1.0,0.563,0.938,4.5,9.0,15.0,2.0,0
7.0,45.0,315.0,6.428999999999999,0.483,0.9840000000000001,2.45,152.0,310.0,62.0,0
10.0,256.0,2560.0,25.6,0.371,0.779,2.95,951.0,1995.0,322.0,0
8.0,12.0,96.0,1.5,0.42700000000000005,0.958,1.86,41.0,92.0,22.0,0
7.0,19.0,133.0,2.714,0.662,0.91,5.18,88.0,121.0,17.0,0
11.0,75.0,825.0,6.818,0.27,0.679,2.08,223.0,560.0,107.0,0
10.0,119.0,1190.0,11.9,0.275,0.665,1.84,327.0,791.0,178.0,0
8.0,57.0,456.0,7.125,0.434,0.958,2.91,198.0,437.0,68.0,0
7.0,14.0,98.0,2.0,0.316,0.8270000000000001,1.94,31.0,81.0,16.0,0
