0,1,2,3,4,5,6,7,8,9,10
1.0,127.0,127.0,127.0,0.6459999999999999,1.0,13.67,82.0,127.0,6.0,0
1.0,13.0,13.0,13.0,0.846,1.0,5.5,11.0,13.0,2.0,0
3.0,129.0,387.0,43.0,0.305,0.377,11.8,118.0,146.0,10.0,0
5.0,7.0,35.0,1.4,0.2,0.314,7.0,7.0,11.0,1.0,0
6.0,47.0,282.0,7.832999999999999,0.20199999999999999,0.20199999999999999,57.0,57.0,57.0,1.0,0
4.0,19.0,76.0,4.75,0.276,0.382,5.25,21.0,29.0,4.0,0
1.0,47.0,47.0,47.0,1.0,1.0,47.0,47.0,47.0,1.0,0
1.0,86.0,86.0,86.0,0.93,1.0,40.0,80.0,86.0,2.0,0
1.0,17.0,17.0,17.0,1.0,1.0,17.0,17.0,17.0,1.0,0
1.0,19.0,19.0,19.0,0.737,1.0,4.67,14.0,19.0,3.0,0
6.0,21.0,126.0,3.5,0.24600000000000002,0.254,31.0,31.0,32.0,1.0,0
8.0,16.0,128.0,2.0,0.39799999999999996,0.695,2.55,51.0,89.0,20.0,0
2.0,14.0,28.0,7.0,0.46399999999999997,0.536,13.0,13.0,15.0,1.0,0
2.0,536.0,1072.0,268.0,0.505,0.512,180.33,541.0,549.0,3.0,0
2.0,536.0,1072.0,268.0,0.5379999999999999,0.737,30.37,577.0,790.0,19.0,0
2.0,535.0,1070.0,267.5,0.564,0.614,40.2,603.0,657.0,15.0,0
2.0,536.0,1072.0,268.0,0.537,0.622,24.0,576.0,667.0,24.0,0
2.0,536.0,1072.0,268.0,0.498,0.5329999999999999,41.08,534.0,571.0,13.0,0
2.0,535.0,1070.0,267.5,0.648,0.92,11.75,693.0,984.0,59.0,0
2.0,536.0,1072.0,268.0,0.532,0.5579999999999999,30.0,570.0,598.0,19.0,0
2.0,535.0,1070.0,267.5,0.545,0.629,24.29,583.0,673.0,24.0,0
3.0,536.0,1608.0,178.67,0.341,0.353,61.0,549.0,567.0,9.0,0
3.0,470.0,1410.0,156.67,0.35200000000000004,0.387,23.62,496.0,545.0,21.0,0
2.0,64.0,128.0,32.0,0.43,0.602,3.93,55.0,77.0,14.0,0
1.0,257.0,257.0,257.0,1.0,1.0,257.0,257.0,257.0,1.0,0
2.0,537.0,1074.0,268.5,0.507,0.528,181.33,544.0,567.0,3.0,0
2.0,537.0,1074.0,268.5,0.594,0.655,21.27,638.0,703.0,30.0,0
3.0,537.0,1611.0,179.0,0.345,0.405,22.24,556.0,652.0,25.0,0
2.0,537.0,1074.0,268.5,0.51,0.534,49.82,548.0,574.0,11.0,0
2.0,98.0,196.0,49.0,0.48,0.653,9.4,94.0,128.0,10.0,0
2.0,415.0,830.0,207.5,0.505,0.578,16.76,419.0,480.0,25.0,0
2.0,63.0,126.0,31.5,0.341,0.508,10.75,43.0,64.0,4.0,0
2.0,475.0,950.0,237.5,0.504,0.544,95.8,479.0,517.0,5.0,0
2.0,99.0,198.0,49.5,0.253,0.616,4.55,50.0,122.0,11.0,0
2.0,537.0,1074.0,268.5,0.52,0.621,26.57,558.0,667.0,21.0,0
1.0,537.0,537.0,537.0,1.0,1.0,537.0,537.0,537.0,1.0,0
1.0,63.0,63.0,63.0,1.0,1.0,63.0,63.0,63.0,1.0,0
1.0,186.0,186.0,186.0,0.828,1.0,9.06,154.0,186.0,17.0,0
1.0,214.0,214.0,214.0,1.0,1.0,214.0,214.0,214.0,1.0,0
1.0,62.0,62.0,62.0,0.9840000000000001,1.0,61.0,61.0,62.0,1.0,0
1.0,148.0,148.0,148.0,0.986,1.0,73.0,146.0,148.0,2.0,0
1.0,278.0,278.0,278.0,0.946,1.0,29.22,263.0,278.0,9.0,0
1.0,26.0,26.0,26.0,1.0,1.0,26.0,26.0,26.0,1.0,0
1.0,13.0,13.0,13.0,1.0,1.0,13.0,13.0,13.0,1.0,0
1.0,145.0,145.0,145.0,0.972,1.0,35.25,141.0,145.0,4.0,0
1.0,36.0,36.0,36.0,0.306,1.0,1.83,11.0,36.0,6.0,0
1.0,81.0,81.0,81.0,0.9009999999999999,1.0,24.33,73.0,81.0,3.0,0
1.0,187.0,187.0,187.0,0.963,1.0,25.71,180.0,187.0,7.0,0
2.0,538.0,1076.0,269.0,0.519,0.684,34.88,558.0,736.0,16.0,0
2.0,538.0,1076.0,269.0,0.637,0.703,29.78,685.0,756.0,23.0,0
2.0,537.0,1074.0,268.5,0.5379999999999999,0.555,82.57,578.0,596.0,7.0,0
3.0,538.0,1614.0,179.33,0.37,0.424,22.11,597.0,685.0,27.0,0
3.0,537.0,1611.0,179.0,0.353,0.364,71.13,569.0,587.0,8.0,0
2.0,537.0,1074.0,268.5,0.621,0.747,16.68,667.0,802.0,40.0,0
2.0,537.0,1074.0,268.5,0.5379999999999999,0.594,32.11,578.0,638.0,18.0,0
2.0,537.0,1074.0,268.5,0.556,0.655,24.88,597.0,704.0,24.0,0
2.0,537.0,1074.0,268.5,0.537,0.609,22.19,577.0,654.0,26.0,0
2.0,537.0,1074.0,268.5,0.523,0.5670000000000001,62.44,562.0,609.0,9.0,0
2.0,535.0,1070.0,267.5,0.55,0.586,117.8,589.0,627.0,5.0,0
2.0,32.0,64.0,16.0,0.516,0.531,33.0,33.0,34.0,1.0,0
2.0,536.0,1072.0,268.0,0.568,0.688,24.36,609.0,737.0,25.0,0
6.0,39.0,234.0,6.5,0.192,0.19699999999999998,45.0,45.0,46.0,1.0,0
12.0,278.0,3336.0,23.166999999999998,0.11,0.14400000000000002,15.91,366.0,479.0,23.0,0
1.0,22.0,22.0,22.0,0.955,1.0,21.0,21.0,22.0,1.0,0
1.0,54.0,54.0,54.0,0.9440000000000001,1.0,17.0,51.0,54.0,3.0,0
1.0,16.0,16.0,16.0,1.0,1.0,16.0,16.0,16.0,1.0,0
1.0,413.0,413.0,413.0,0.998,1.0,412.0,412.0,413.0,1.0,0
1.0,15.0,15.0,15.0,0.867,1.0,13.0,13.0,15.0,1.0,0
1.0,180.0,180.0,180.0,0.983,1.0,88.5,177.0,180.0,2.0,0
1.0,11.0,11.0,11.0,1.0,1.0,11.0,11.0,11.0,1.0,0
1.0,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,1.0,0
1.0,379.0,379.0,379.0,0.963,1.0,60.83,365.0,379.0,6.0,0
1.0,14.0,14.0,14.0,0.643,1.0,3.0,9.0,14.0,3.0,0
2.0,16.0,32.0,8.0,0.25,0.531,2.67,8.0,17.0,3.0,0
1.0,19.0,19.0,19.0,0.579,1.0,3.67,11.0,19.0,3.0,0
1.0,136.0,136.0,136.0,0.963,1.0,32.75,131.0,136.0,4.0,0
1.0,12.0,12.0,12.0,0.75,1.0,9.0,9.0,12.0,1.0,0
1.0,14.0,14.0,14.0,0.643,1.0,4.5,9.0,14.0,2.0,0
1.0,15.0,15.0,15.0,0.733,1.0,3.67,11.0,15.0,3.0,0
1.0,14.0,14.0,14.0,1.0,1.0,14.0,14.0,14.0,1.0,0
1.0,104.0,104.0,104.0,0.971,1.0,50.5,101.0,104.0,2.0,0
1.0,78.0,78.0,78.0,0.9490000000000001,1.0,24.67,74.0,78.0,3.0,0
4.0,9.0,36.0,2.25,0.611,0.611,22.0,22.0,22.0,1.0,0
1.0,36.0,36.0,36.0,0.583,1.0,5.25,21.0,36.0,4.0,0
1.0,117.0,117.0,117.0,0.9740000000000001,1.0,38.0,114.0,117.0,3.0,0
1.0,47.0,47.0,47.0,0.532,1.0,25.0,25.0,47.0,1.0,0
7.0,1.0,7.0,0.14300000000000002,1.0,1.0,7.0,7.0,7.0,1.0,0
1.0,52.0,52.0,52.0,0.9620000000000001,1.0,25.0,50.0,52.0,2.0,0
1.0,27.0,27.0,27.0,0.259,1.0,1.4,7.0,27.0,5.0,0
1.0,39.0,39.0,39.0,0.308,1.0,1.71,12.0,39.0,7.0,0
1.0,34.0,34.0,34.0,0.353,1.0,1.71,12.0,34.0,7.0,0
3.0,106.0,318.0,35.333,0.258,0.34,6.31,82.0,108.0,13.0,0
1.0,255.0,255.0,255.0,0.6859999999999999,1.0,4.86,175.0,255.0,36.0,0
1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,1.0,0
1.0,9.0,9.0,9.0,0.889,1.0,8.0,8.0,9.0,1.0,0
1.0,19.0,19.0,19.0,0.632,1.0,4.0,12.0,19.0,3.0,0
1.0,44.0,44.0,44.0,0.727,1.0,5.33,32.0,44.0,6.0,0
1.0,14.0,14.0,14.0,1.0,1.0,14.0,14.0,14.0,1.0,0
1.0,30.0,30.0,30.0,0.4,1.0,2.4,12.0,30.0,5.0,0
1.0,94.0,94.0,94.0,0.564,1.0,3.31,53.0,94.0,16.0,0
1.0,193.0,193.0,193.0,0.57,1.0,2.97,110.0,193.0,37.0,0
1.0,159.0,159.0,159.0,0.975,1.0,77.5,155.0,159.0,2.0,0
1.0,32.0,32.0,32.0,0.469,1.0,1.88,15.0,32.0,8.0,0
7.0,14.0,98.0,2.0,0.102,0.204,10.0,10.0,20.0,1.0,0
1.0,15.0,15.0,15.0,0.5329999999999999,1.0,2.0,8.0,15.0,4.0,0
1.0,63.0,63.0,63.0,0.5870000000000001,1.0,2.31,37.0,63.0,16.0,0
1.0,42.0,42.0,42.0,0.19,1.0,1.6,8.0,42.0,5.0,0
1.0,28.0,28.0,28.0,0.46399999999999997,1.0,2.17,13.0,28.0,6.0,0
1.0,23.0,23.0,23.0,0.348,1.0,1.6,8.0,23.0,5.0,0
1.0,14.0,14.0,14.0,0.5,1.0,2.33,7.0,14.0,3.0,0
1.0,45.0,45.0,45.0,0.244,1.0,1.38,11.0,45.0,8.0,0
24.0,510.0,12240.0,21.25,0.846,0.927,38.65,10359.0,11341.0,268.0,0
3.0,541.0,1623.0,180.33,0.71,0.747,88.62,1152.0,1213.0,13.0,0
4.0,108.0,432.0,27.0,0.778,0.826,56.0,336.0,357.0,6.0,0
1.0,20.0,20.0,20.0,0.75,1.0,3.0,15.0,20.0,5.0,0
11.0,252.0,2772.0,22.909000000000002,0.092,0.095,63.75,255.0,262.0,4.0,0
1.0,63.0,63.0,63.0,0.9520000000000001,1.0,20.0,60.0,63.0,3.0,0
1.0,76.0,76.0,76.0,0.961,1.0,36.5,73.0,76.0,2.0,0
1.0,102.0,102.0,102.0,0.961,1.0,24.5,98.0,102.0,4.0,0
5.0,128.0,640.0,25.6,0.759,0.764,162.0,486.0,489.0,3.0,0
5.0,280.0,1400.0,56.0,0.78,0.7859999999999999,156.0,1092.0,1100.0,7.0,0
11.0,427.0,4697.0,38.818000000000005,0.5660000000000001,0.57,189.79,2657.0,2676.0,14.0,0
5.0,110.0,550.0,22.0,0.547,0.556,100.33,301.0,306.0,3.0,0
11.0,552.0,6072.0,50.181999999999995,0.816,0.816,4955.0,4955.0,4955.0,1.0,0
1.0,283.0,283.0,283.0,0.993,1.0,140.5,281.0,283.0,2.0,0
1.0,184.0,184.0,184.0,0.9670000000000001,1.0,44.5,178.0,184.0,4.0,0
1.0,16.0,16.0,16.0,0.938,1.0,15.0,15.0,16.0,1.0,0
3.0,550.0,1650.0,183.33,0.32899999999999996,0.375,27.15,543.0,619.0,20.0,0
1.0,235.0,235.0,235.0,0.9229999999999999,1.0,27.13,217.0,235.0,8.0,0
1.0,58.0,58.0,58.0,0.845,1.0,9.8,49.0,58.0,5.0,0
1.0,12.0,12.0,12.0,0.667,1.0,4.0,8.0,12.0,2.0,0
1.0,69.0,69.0,69.0,0.667,1.0,4.18,46.0,69.0,11.0,0
1.0,107.0,107.0,107.0,0.8690000000000001,1.0,18.6,93.0,107.0,5.0,0
3.0,550.0,1650.0,183.33,0.33899999999999997,0.401,15.11,559.0,662.0,37.0,0
3.0,463.0,1389.0,154.33,0.29600000000000004,0.382,13.7,411.0,531.0,30.0,0
1.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,1.0,0
3.0,544.0,1632.0,181.33,0.326,0.406,16.12,532.0,662.0,33.0,0
1.0,17.0,17.0,17.0,1.0,1.0,17.0,17.0,17.0,1.0,0
1.0,206.0,206.0,206.0,0.99,1.0,204.0,204.0,206.0,1.0,0
2.0,325.0,650.0,162.5,0.485,0.537,28.64,315.0,349.0,11.0,0
1.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,1.0,0
1.0,17.0,17.0,17.0,1.0,1.0,17.0,17.0,17.0,1.0,0
1.0,277.0,277.0,277.0,0.993,1.0,137.5,275.0,277.0,2.0,0
1.0,199.0,199.0,199.0,0.945,1.0,37.6,188.0,199.0,5.0,0
10.0,553.0,5530.0,55.3,0.797,0.884,21.3,4409.0,4890.0,207.0,0
3.0,259.0,777.0,86.333,0.96,0.978,67.82,746.0,760.0,11.0,0
1.0,34.0,34.0,34.0,0.47100000000000003,1.0,1.07,16.0,34.0,15.0,0
2.0,100.0,200.0,50.0,0.46,0.505,11.5,92.0,101.0,8.0,0
2.0,52.0,104.0,26.0,0.231,0.529,1.5,24.0,55.0,16.0,0
1.0,161.0,161.0,161.0,0.41,1.0,1.02,66.0,161.0,65.0,0
1.0,71.0,71.0,71.0,0.521,1.0,2.31,37.0,71.0,16.0,0
1.0,20.0,20.0,20.0,0.55,1.0,1.38,11.0,20.0,8.0,0
1.0,172.0,172.0,172.0,0.465,1.0,1.04,80.0,172.0,77.0,0
1.0,106.0,106.0,106.0,0.434,1.0,1.02,46.0,106.0,45.0,0
1.0,288.0,288.0,288.0,0.424,1.0,1.02,122.0,288.0,120.0,0
1.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,1.0,0
1.0,95.0,95.0,95.0,1.0,1.0,95.0,95.0,95.0,1.0,0
1.0,67.0,67.0,67.0,0.985,1.0,66.0,66.0,67.0,1.0,0
1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,1.0,0
1.0,138.0,138.0,138.0,1.0,1.0,138.0,138.0,138.0,1.0,0
17.0,342.0,5814.0,20.118,0.9159999999999999,0.996,30.27,5328.0,5790.0,176.0,0
18.0,342.0,6156.0,19.0,0.847,0.897,43.48,5217.0,5522.0,120.0,0
2.0,25.0,50.0,12.5,0.36,1.0,4.5,18.0,50.0,4.0,0
2.0,24.0,48.0,12.0,0.354,1.0,3.4,17.0,48.0,5.0,0
2.0,21.0,42.0,10.5,0.452,1.0,6.33,19.0,42.0,3.0,0
2.0,22.0,44.0,11.0,0.47700000000000004,1.0,21.0,21.0,44.0,1.0,0
1.0,196.0,196.0,196.0,0.98,1.0,64.0,192.0,196.0,3.0,0
2.0,199.0,398.0,99.5,0.485,0.508,32.17,193.0,202.0,6.0,0
1.0,159.0,159.0,159.0,0.9940000000000001,1.0,158.0,158.0,159.0,1.0,0
1.0,199.0,199.0,199.0,0.99,1.0,197.0,197.0,199.0,1.0,0
8.0,231.0,1848.0,28.875,0.872,0.882,179.0,1611.0,1630.0,9.0,0
1.0,70.0,70.0,70.0,1.0,1.0,70.0,70.0,70.0,1.0,0
1.0,14.0,14.0,14.0,1.0,1.0,14.0,14.0,14.0,1.0,0
1.0,70.0,70.0,70.0,0.943,1.0,22.0,66.0,70.0,3.0,0
1.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,1.0,0
1.0,131.0,131.0,131.0,0.977,1.0,64.0,128.0,131.0,2.0,0
1.0,16.0,16.0,16.0,1.0,1.0,16.0,16.0,16.0,1.0,0
4.0,524.0,2096.0,131.0,0.542,0.603,40.57,1136.0,1264.0,28.0,0
2.0,18.0,36.0,9.0,0.667,0.6940000000000001,24.0,24.0,25.0,1.0,0
3.0,116.0,348.0,38.667,0.35600000000000004,0.371,62.0,124.0,129.0,2.0,0
3.0,132.0,396.0,44.0,0.505,0.5579999999999999,20.0,200.0,221.0,10.0,0
1.0,152.0,152.0,152.0,0.8220000000000001,1.0,11.36,125.0,152.0,11.0,0
1.0,52.0,52.0,52.0,0.981,1.0,51.0,51.0,52.0,1.0,0
1.0,117.0,117.0,117.0,0.39299999999999996,1.0,5.75,46.0,117.0,8.0,0
1.0,19.0,19.0,19.0,0.684,1.0,4.33,13.0,19.0,3.0,0
1.0,37.0,37.0,37.0,0.8109999999999999,1.0,6.0,30.0,37.0,5.0,0
1.0,46.0,46.0,46.0,0.239,1.0,1.38,11.0,46.0,8.0,0
1.0,17.0,17.0,17.0,0.882,1.0,7.5,15.0,17.0,2.0,0
1.0,35.0,35.0,35.0,0.857,1.0,10.0,30.0,35.0,3.0,0
1.0,148.0,148.0,148.0,0.9590000000000001,1.0,47.33,142.0,148.0,3.0,0
1.0,33.0,33.0,33.0,0.667,1.0,3.67,22.0,33.0,6.0,0
1.0,106.0,106.0,106.0,0.858,1.0,15.17,91.0,106.0,6.0,0
1.0,277.0,277.0,277.0,1.0,1.0,277.0,277.0,277.0,1.0,0
2.0,538.0,1076.0,269.0,0.518,0.596,29.32,557.0,641.0,19.0,0
3.0,500.0,1500.0,166.67,0.373,0.42100000000000004,19.28,559.0,632.0,29.0,0
2.0,536.0,1072.0,268.0,0.586,0.6859999999999999,21.66,628.0,735.0,29.0,0
1.0,22.0,22.0,22.0,0.818,1.0,4.5,18.0,22.0,4.0,0
1.0,10.0,10.0,10.0,0.8,1.0,4.0,8.0,10.0,2.0,0
37.0,1.0,37.0,0.027000000000000003,1.0,1.0,37.0,37.0,37.0,1.0,0
1.0,11.0,11.0,11.0,0.909,1.0,10.0,10.0,11.0,1.0,0
